EUKLEMS code,_1970,_1971,_1972,_1973,_1974,_1975,_1976,_1977,_1978,_1979,_1980,_1981,_1982,_1983,_1984,_1985,_1986,_1987,_1988,_1989,_1990,_1991,_1992,_1993,_1994,_1995,_1996,_1997,_1998,_1999,_2000,_2001,_2002,_2003,_2004,_2005,_2006,_2007,_2008,_2009,_2010,_2011,_2012
_323,32.93299866,39.10200119,49.24000168,69.98200226,96.39900208,82.87599945,68.86599731,57.92300034,67.28199768,70.20899963,64.61799622,47.8730011,43.95399857,55.43700027,58.31399918,56.10200119,126.8759995,194.9140015,229.7839966,256.0109863,212.0169983,207.5420074,156.154007,90.02200317,115.7360001,131.826004,158.8899994,145.2180023,141.8679962,107.4789963,80.64700317,91.52200317,74.99099731,67.1969986,85.50499725,84.50099945,86.95300293,66.97499847,80.95800018,47.1590004,46.93899918,32.42699814,30.34799957
_331t3,6.048999786,6.354000092,10.01399994,13.85900021,19.04199982,31.61400032,38.4980011,51.42900085,55.65299988,59.10699844,46.49300003,48.51499939,56.98099899,63.92399979,64.8259964,72.34799957,72.29000092,90.37799835,77.66699982,99.65899658,97.78900146,58.00899887,69.22399902,63.16199875,73.30500031,74.39499664,68.81999969,67.55799866,65.56500244,76.19499969,85.58499908,82.48200226,85.28399658,79.4960022,80.83899689,81.11399841,93.53800201,95.96800232,98.01000214,101.5810013,99.53199768,192.3970032,199.7290039
_334t5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_34,11.20499992,11.77099991,15.43000031,16.91200066,31.00499916,45.78499985,55.75500107,60.98300171,65.99199677,92.69100189,72.40399933,61.22200012,67.29499817,94.89900208,85.6309967,88.06300354,126.875,173.4230042,222.2120056,242.5820007,252.9459991,309.3800049,327.572998,335.651001,309.2099915,336.6329956,386.54599,425.3349915,356.2179871,308.9970093,361.3340149,338.9960022,340.7279968,338.2489929,364.0409851,380.1659851,393.4249878,398.4979858,370.0469971,417.7909851,445.82901,460.4230042,435.2189941
_351,9.779000282,10.15699959,15.77799988,22.21100044,35.81299973,44.32600021,36.54199982,40.46099854,43.48600006,52.73199844,42.18700027,40.79499817,55.04499817,72.94799805,68.53399658,59.27600098,58.63399887,56.39199829,59.1590004,60.16400146,57.89099884,46.50999832,44.02199936,45.40499878,41.78900146,125.0630035,132.3379974,133.5679932,143.1100006,127.5199966,134.772995,131.7489929,134.4089966,146.4889984,149.8630066,143.5379944,154.0149994,164.7149963,102.211998,108.6289978,107.2770004,318.5429993,309.6809998
_353,0,0,0,0,0,0,15.73600006,21.07900047,24.3579998,30.69099998,25.1420002,27.87999916,41.25299835,58.43399811,57.73899841,51.95600128,52.95899963,51.92399979,55.20700073,56.70299911,54.97600174,53.41600037,58.44599915,67.65100098,68.43399811,14.54199982,13.30000019,17.0739994,17.90600014,8.635000229,13.53899956,11.74499989,13.97200012,13.24400043,11.47599983,9.154000282,10.7840004,11.22000027,6.120999813,5.673999786,5.699999809,15.13899994,13.31900024
_35x,5.065999985,5.436999798,7.330999851,7.447999954,6.197000027,7.389999866,11.43900013,11.94499969,11.85599995,16.85199928,14.84599972,10.62100029,13.55099964,21.37999916,13.47299957,11.62699986,16.00300026,20.37000084,20.99900055,21.40600014,19.62899971,15.90299988,14.38500023,16.79500008,15.77900028,25.33300018,25.64900017,22.31800079,16.59499931,16.70299911,14.93000031,13.34000015,13.22299957,13.12899971,12.38199997,9.190999985,7.270999908,7.565000057,4.126999855,3.825999975,3.842999935,10.20800018,8.979999542
_36,84.47599792,88.73999786,62.59799957,56.45999908,87.98500061,89.91200256,109.4899979,147.5980072,159.7189941,144.9230042,122.663002,128.8339996,141.7709961,159.2539978,134.6040039,154.0269928,169.8130035,188.0220032,180.4689941,181.1399994,164.5050049,190.4199982,169.4450073,167.9559937,167.8119965,155.1119995,142.8860016,139.7819977,114.6940002,122.0759964,147.0859985,140.6699982,140.5800018,136.2169952,132.2920074,121.2409973,130.1809998,114.2460022,144.3090057,109.75,108.0849991,137.9579926,146.0930023
_37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_40x,19.56900024,21.31200027,20.63599968,21.02099991,21.61499977,22.4260006,23.41399956,26.03000069,28.8579998,31.5,34.7519989,24.52799988,24.27799988,23.31599998,26.74399948,29.88299942,28.53199959,30.73500061,35.7879982,40.28900146,47.16600037,42.76100159,45.06800079,43.90000153,47.50699997,45.3769989,49.17200089,51.41600037,40.16799927,40.07600021,39.54700089,36.11700058,32.41600037,47.20899963,45.13399887,43.30899811,46.99399948,53.50899887,63.10400009,62.0530014,46.7159996,45.42399979,45.92300034
_402,0.039000001,0.041000001,0.056000002,0.074000001,0.216000006,0.300000012,0.363999993,0.379000008,0.476000011,0.573000014,0.550999999,0.779999971,0.671999991,0.513000011,1.299000025,0.758000016,1.159999967,1.73300004,2.381999969,2.818000078,3.763999939,5.994999886,3.696000099,4.143000126,4.909999847,5.592000008,6.070000172,6.691999912,5.785999775,7.150000095,9.734999657,8.543999672,7.625,11.31299973,10.30799961,11.36299992,11.52799988,12.71399975,6.968999863,11.57699966,13.6789999,12.77400017,12.43400002
